i_,i0_,name,mult,inchi,path
1181,974,C7H14OOH3-4,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h6-8H,3-5H2,1-2H3/t7-/m0/s1",
1182,975,C7H14OOH3-5,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h5,7-8H,3-4,6H2,1-2H3/t7-/m0/s1",
1183,976,C7H14OOH3-6,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h3,7-8H,4-6H2,1-2H3/t7-/m0/s1",
1184,977,C7H14OOH3-7,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7-8H,1,3-6H2,2H3/t7-/m0/s1",
1185,978,C7H14OOH4-1,2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7-8H,1,3-6H2,2H3/t7-/m0/s1",
1186,979,C7H14OOH4-2,2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h3,7-8H,4-6H2,1-2H3/t7-/m0/s1",
1187,980,C7H14OOH4-3,2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h5,7-8H,3-4,6H2,1-2H3/t7-/m0/s1",
1188,981,C7H14O1-2,1,"InChI=1S/C7H14O/c1-2-3-4-5-7-6-8-7/h7H,2-6H2,1H3/t7-/m0/s1",
1189,982,C7H14O1-3,1,"InChI=1S/C7H14O/c1-2-3-4-7-5-6-8-7/h7H,2-6H2,1H3/t7-/m0/s1",
1190,983,C7H14O1-4,1,"InChI=1S/C7H14O/c1-2-4-7-5-3-6-8-7/h7H,2-6H2,1H3/t7-/m0/s1",
1191,984,C7H14O1-5,1,"InChI=1S/C7H14O/c1-2-7-5-3-4-6-8-7/h7H,2-6H2,1H3/t7-/m0/s1",
1192,985,C7H14O2-3,1,"InChI=1S/C7H14O/c1-3-4-5-7-6(2)8-7/h6-7H,3-5H2,1-2H3/t6-,7-/m0/s1",
1193,985,C7H14O2-3,1,"InChI=1S/C7H14O/c1-3-4-5-7-6(2)8-7/h6-7H,3-5H2,1-2H3/t6-,7+/m0/s1",
1194,986,C7H14O2-4,1,"InChI=1S/C7H14O/c1-3-4-7-5-6(2)8-7/h6-7H,3-5H2,1-2H3/t6-,7-/m0/s1",
1195,986,C7H14O2-4,1,"InChI=1S/C7H14O/c1-3-4-7-5-6(2)8-7/h6-7H,3-5H2,1-2H3/t6-,7+/m0/s1",
1196,987,C7H14O2-5,1,"InChI=1S/C7H14O/c1-3-7-5-4-6(2)8-7/h6-7H,3-5H2,1-2H3/t6-,7-/m0/s1",
1197,987,C7H14O2-5,1,"InChI=1S/C7H14O/c1-3-7-5-4-6(2)8-7/h6-7H,3-5H2,1-2H3/t6-,7+/m0/s1",
1198,988,C7H14O2-6,1,"InChI=1S/C7H14O/c1-6-4-3-5-7(2)8-6/h6-7H,3-5H2,1-2H3/t6-,7-/m0/s1",
1199,988,C7H14O2-6,1,"InChI=1S/C7H14O/c1-6-4-3-5-7(2)8-6/h6-7H,3-5H2,1-2H3/t6-,7+",
1200,989,C7H14O3-4,1,"InChI=1S/C7H14O/c1-3-5-7-6(4-2)8-7/h6-7H,3-5H2,1-2H3/t6-,7-/m0/s1",
1201,989,C7H14O3-4,1,"InChI=1S/C7H14O/c1-3-5-7-6(4-2)8-7/h6-7H,3-5H2,1-2H3/t6-,7+/m0/s1",
1202,990,C7H14O3-5,1,"InChI=1S/C7H14O/c1-3-6-5-7(4-2)8-6/h6-7H,3-5H2,1-2H3/t6-,7-/m0/s1",
1203,990,C7H14O3-5,1,"InChI=1S/C7H14O/c1-3-6-5-7(4-2)8-6/h6-7H,3-5H2,1-2H3/t6-,7+",
1204,991,C7H14OOH1-2O2,2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h7-8H,2-6H2,1H3/t7-/m0/s1",
1205,992,C7H14OOH1-3O2,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7-8H,2-6H2,1H3/t7-/m0/s1",
1206,993,C7H14OOH1-4O2,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7-8H,2-6H2,1H3/t7-/m0/s1",
1207,994,C7H14OOH1-5O2,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7-8H,2-6H2,1H3/t7-/m0/s1",
1208,995,C7H14OOH2-1O2,2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h7,9H,2-6H2,1H3/t7-/m0/s1",
1209,996,C7H14OOH2-3O2,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-8H,3-5H2,1-2H3/t6-,7-/m0/s1",
1210,996,C7H14OOH2-3O2,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-8H,3-5H2,1-2H3/t6-,7+/m0/s1",
1211,997,C7H14OOH2-4O2,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-8H,3-5H2,1-2H3/t6-,7-/m0/s1",
1212,997,C7H14OOH2-4O2,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-8H,3-5H2,1-2H3/t6-,7+/m0/s1",
1213,998,C7H14OOH2-5O2,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-8H,3-5H2,1-2H3/t6-,7-/m0/s1",
1214,998,C7H14OOH2-5O2,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-8H,3-5H2,1-2H3/t6-,7+/m0/s1",
1215,999,C7H14OOH2-6O2,2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h6-8H,3-5H2,1-2H3/t6-,7-/m0/s1",
1216,999,C7H14OOH2-6O2,2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h6-8H,3-5H2,1-2H3/t6-,7+/m0/s1",
1217,1000,C7H14OOH3-1O2,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7,9H,2-6H2,1H3/t7-/m0/s1",
1218,1001,C7H14OOH3-2O2,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1219,1001,C7H14OOH3-2O2,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1220,1002,C7H14OOH3-4O2,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-8H,3-5H2,1-2H3/t6-,7-/m0/s1",
1221,1002,C7H14OOH3-4O2,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-8H,3-5H2,1-2H3/t6-,7+/m0/s1",
1222,1003,C7H14OOH3-5O2,2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h6-8H,3-5H2,1-2H3/t6-,7-/m0/s1",
1223,1003,C7H14OOH3-5O2,2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h6-8H,3-5H2,1-2H3/t6-,7+/m0/s1",
1224,1004,C7H14OOH3-6O2,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1225,1004,C7H14OOH3-6O2,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1226,1005,C7H14OOH3-7O2,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7,9H,2-6H2,1H3/t7-/m0/s1",
1227,1006,C7H14OOH4-1O2,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7,9H,2-6H2,1H3/t7-/m0/s1",
1228,1007,C7H14OOH4-2O2,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1229,1007,C7H14OOH4-2O2,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1230,1008,C7H14OOH4-3O2,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1231,1008,C7H14OOH4-3O2,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1232,1009,C7H13Q12-3,2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h5,7-9H,2-4,6H2,1H3/t7-/m0/s1",
1233,1010,C7H13Q12-4,2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h4,7-9H,2-3,5-6H2,1H3/t7-/m0/s1",
1234,1011,C7H13Q12-5,2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h3,7-9H,2,4-6H2,1H3/t7-/m0/s1",
1235,1012,C7H13Q12-6,2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h2,7-9H,3-6H2,1H3/t7-/m0/s1",
1236,1013,C7H13Q13-2,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h5,7-9H,2-4,6H2,1H3/t7-/m0/s1",
1237,1014,C7H13Q13-4,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h4,7-9H,2-3,5-6H2,1H3/t7-/m0/s1",
1238,1015,C7H13Q13-5,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h3,7-9H,2,4-6H2,1H3/t7-/m0/s1",
1239,1016,C7H13Q13-6,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h2,7-9H,3-6H2,1H3/t7-/m0/s1",
1240,1017,C7H13Q13-7,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7-9H,1-6H2/t7-/m0/s1",
1241,1018,C7H13Q14-2,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h3,7-9H,2,4-6H2,1H3/t7-/m0/s1",
1242,1019,C7H13Q14-3,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h5,7-9H,2-4,6H2,1H3/t7-/m0/s1",
1243,1020,C7H13Q14-5,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h4,7-9H,2-3,5-6H2,1H3/t7-/m0/s1",
1244,1021,C7H13Q14-6,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h2,7-9H,3-6H2,1H3/t7-/m0/s1",
1245,1022,C7H13Q14-7,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7-9H,1-6H2/t7-/m0/s1",
1246,1023,C7H13Q15-2,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h4,7-9H,2-3,5-6H2,1H3/t7-/m0/s1",
1247,1024,C7H13Q15-3,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h3,7-9H,2,4-6H2,1H3/t7-/m0/s1",
1248,1025,C7H13Q15-4,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h5,7-9H,2-4,6H2,1H3/t7-/m0/s1",
1249,1026,C7H13Q15-6,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h2,7-9H,3-6H2,1H3/t7-/m0/s1",
1250,1027,C7H13Q15-7,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7-9H,1-6H2/t7-/m0/s1",
1251,1028,C7H13Q23-1,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-9H,2-5H2,1H3/t6-,7-/m0/s1",
1252,1028,C7H13Q23-1,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-9H,2-5H2,1H3/t6-,7+/m0/s1",
1253,1029,C7H13Q23-4,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h5-9H,3-4H2,1-2H3/t6-,7-/m0/s1",
1254,1029,C7H13Q23-4,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h5-9H,3-4H2,1-2H3/t6-,7+/m0/s1",
1255,1030,C7H13Q23-5,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h4,6-9H,3,5H2,1-2H3/t6-,7-/m0/s1",
1256,1030,C7H13Q23-5,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h4,6-9H,3,5H2,1-2H3/t6-,7+/m0/s1",
1257,1031,C7H13Q23-6,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h3,6-9H,4-5H2,1-2H3/t6-,7-/m0/s1",
1258,1031,C7H13Q23-6,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h3,6-9H,4-5H2,1-2H3/t6-,7+/m0/s1",
1259,1032,C7H13Q23-7,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-9H,1,3-5H2,2H3/t6-,7-/m0/s1",
1260,1032,C7H13Q23-7,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-9H,1,3-5H2,2H3/t6-,7+/m0/s1",
1261,1033,C7H13Q24-1,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-9H,2-5H2,1H3/t6-,7-/m0/s1",
1262,1033,C7H13Q24-1,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-9H,2-5H2,1H3/t6-,7+/m0/s1",
1263,1034,C7H13Q24-3,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h5-9H,3-4H2,1-2H3/t6-,7-/m0/s1",
1264,1034,C7H13Q24-3,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h5-9H,3-4H2,1-2H3/t6-,7+/m0/s1",
1265,1035,C7H13Q24-5,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h4,6-9H,3,5H2,1-2H3/t6-,7-/m0/s1",
1266,1035,C7H13Q24-5,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h4,6-9H,3,5H2,1-2H3/t6-,7+/m0/s1",
1267,1036,C7H13Q24-6,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h3,6-9H,4-5H2,1-2H3/t6-,7-/m0/s1",
1268,1036,C7H13Q24-6,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h3,6-9H,4-5H2,1-2H3/t6-,7+/m0/s1",
1269,1037,C7H13Q24-7,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-9H,1,3-5H2,2H3/t6-,7-/m0/s1",
1270,1037,C7H13Q24-7,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-9H,1,3-5H2,2H3/t6-,7+/m0/s1",
1271,1038,C7H13Q25-1,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-9H,2-5H2,1H3/t6-,7-/m0/s1",
1272,1038,C7H13Q25-1,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-9H,2-5H2,1H3/t6-,7+/m0/s1",
1273,1039,C7H13Q25-3,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h4,6-9H,3,5H2,1-2H3/t6-,7-/m0/s1",
1274,1039,C7H13Q25-3,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h4,6-9H,3,5H2,1-2H3/t6-,7+/m0/s1",
1275,1040,C7H13Q25-4,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h5-9H,3-4H2,1-2H3/t6-,7-/m0/s1",
1276,1040,C7H13Q25-4,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h5-9H,3-4H2,1-2H3/t6-,7+/m0/s1",
1277,1041,C7H13Q25-6,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h3,6-9H,4-5H2,1-2H3/t6-,7-/m0/s1",
1278,1041,C7H13Q25-6,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h3,6-9H,4-5H2,1-2H3/t6-,7+/m0/s1",
1279,1042,C7H13Q25-7,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-9H,1,3-5H2,2H3/t6-,7-/m0/s1",
1280,1042,C7H13Q25-7,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-9H,1,3-5H2,2H3/t6-,7+/m0/s1",
1281,1043,C7H13Q26-1,2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h6-9H,1,3-5H2,2H3/t6-,7-/m0/s1",
1282,1043,C7H13Q26-1,2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h6-9H,1,3-5H2,2H3/t6-,7+/m0/s1",
1283,1044,C7H13Q26-3,2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h4,6-9H,3,5H2,1-2H3/t6-,7-/m0/s1",
1284,1044,C7H13Q26-3,2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h4,6-9H,3,5H2,1-2H3/t6-,7+/m0/s1",
1285,1045,C7H13Q26-4,2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h3,6-9H,4-5H2,1-2H3/t6-,7-/m0/s1",
1286,1045,C7H13Q26-4,2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h3,6-9H,4-5H2,1-2H3/t6-,7+",
1287,1046,C7H13Q34-1,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-9H,2-5H2,1H3/t6-,7-/m0/s1",
1288,1046,C7H13Q34-1,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-9H,2-5H2,1H3/t6-,7+/m0/s1",
1289,1047,C7H13Q34-2,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h4,6-9H,3,5H2,1-2H3/t6-,7-/m0/s1",
1290,1047,C7H13Q34-2,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h4,6-9H,3,5H2,1-2H3/t6-,7+/m0/s1",
1291,1048,C7H13Q34-5,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h5-9H,3-4H2,1-2H3/t6-,7-/m0/s1",
1292,1048,C7H13Q34-5,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h5-9H,3-4H2,1-2H3/t6-,7+/m0/s1",
1293,1049,C7H13Q34-6,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h3,6-9H,4-5H2,1-2H3/t6-,7-/m0/s1",
1294,1049,C7H13Q34-6,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h3,6-9H,4-5H2,1-2H3/t6-,7+/m0/s1",
1295,1050,C7H13Q34-7,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-9H,1,3-5H2,2H3/t6-,7-/m0/s1",
1296,1050,C7H13Q34-7,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-9H,1,3-5H2,2H3/t6-,7+/m0/s1",
1297,1051,C7H13Q35-1,2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h6-9H,1,3-5H2,2H3/t6-,7-/m0/s1",
1298,1051,C7H13Q35-1,2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h6-9H,1,3-5H2,2H3/t6-,7+/m0/s1",
1299,1052,C7H13Q35-2,2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h3,6-9H,4-5H2,1-2H3/t6-,7-/m0/s1",
1300,1052,C7H13Q35-2,2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h3,6-9H,4-5H2,1-2H3/t6-,7+/m0/s1",
1301,1053,C7H13Q35-4,2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h5-9H,3-4H2,1-2H3/t6-,7-/m0/s1",
1302,1053,C7H13Q35-4,2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h5-9H,3-4H2,1-2H3/t6-,7+",
1303,1054,C7KET12,1,"InChI=1S/C7H14O3/c1-2-3-4-5-7(6-8)10-9/h6-7,9H,2-5H2,1H3/t7-/m0/s1",
1304,1055,C7KET13,1,"InChI=1S/C7H14O3/c1-2-3-4-7(10-9)5-6-8/h6-7,9H,2-5H2,1H3/t7-/m0/s1",
1305,1056,C7KET14,1,"InChI=1S/C7H14O3/c1-2-4-7(10-9)5-3-6-8/h6-7,9H,2-5H2,1H3/t7-/m0/s1",
1306,1057,C7KET15,1,"InChI=1S/C7H14O3/c1-2-7(10-9)5-3-4-6-8/h6-7,9H,2-5H2,1H3/t7-/m0/s1",
1307,1058,C7KET21,1,"InChI=1S/C7H14O3/c1-2-3-4-5-7(8)6-10-9/h9H,2-6H2,1H3",
1308,1059,C7KET23,1,"InChI=1S/C7H14O3/c1-3-4-5-7(10-9)6(2)8/h7,9H,3-5H2,1-2H3/t7-/m0/s1",
1309,1060,C7KET24,1,"InChI=1S/C7H14O3/c1-3-4-7(10-9)5-6(2)8/h7,9H,3-5H2,1-2H3/t7-/m0/s1",
1310,1061,C7KET25,1,"InChI=1S/C7H14O3/c1-3-7(10-9)5-4-6(2)8/h7,9H,3-5H2,1-2H3/t7-/m0/s1",
1311,1062,C7KET26,1,"InChI=1S/C7H14O3/c1-6(8)4-3-5-7(2)10-9/h7,9H,3-5H2,1-2H3/t7-/m0/s1",
1312,1063,C7KET31,1,"InChI=1S/C7H14O3/c1-2-3-4-7(8)5-6-10-9/h9H,2-6H2,1H3",
1313,1064,C7KET32,1,"InChI=1S/C7H14O3/c1-3-4-5-7(8)6(2)10-9/h6,9H,3-5H2,1-2H3/t6-/m0/s1",
1314,1065,C7KET34,1,"InChI=1S/C7H14O3/c1-3-5-7(10-9)6(8)4-2/h7,9H,3-5H2,1-2H3/t7-/m0/s1",
1315,1066,C7KET35,1,"InChI=1S/C7H14O3/c1-3-6(8)5-7(4-2)10-9/h7,9H,3-5H2,1-2H3/t7-/m0/s1",
1316,1067,C7KET36,1,"InChI=1S/C7H14O3/c1-3-7(8)5-4-6(2)10-9/h6,9H,3-5H2,1-2H3/t6-/m0/s1",
1317,1068,C7KET37,1,"InChI=1S/C7H14O3/c1-2-7(8)5-3-4-6-10-9/h9H,2-6H2,1H3",
1318,1069,C7KET41,1,"InChI=1S/C7H14O3/c1-2-4-7(8)5-3-6-10-9/h9H,2-6H2,1H3",
1319,1070,C7KET42,1,"InChI=1S/C7H14O3/c1-3-4-7(8)5-6(2)10-9/h6,9H,3-5H2,1-2H3/t6-/m0/s1",
1320,1071,C7KET43,1,"InChI=1S/C7H14O3/c1-3-5-6(8)7(4-2)10-9/h7,9H,3-5H2,1-2H3/t7-/m0/s1",
1321,1072,C7H13-1D3OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h4,7-8H,2-3,5-6H2,1H3/t7-/m0/s1",
1322,1073,C7H13-1D4OOH,1,"InChI=1S/C7H14O2/c1-3-5-7(9-8)6-4-2/h3,7-8H,1,4-6H2,2H3/t7-/m0/s1",
1323,1074,C7H13-1D5OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h3,7-8H,1,4-6H2,2H3/t7-/m0/s1",
1324,1075,C7H13-1D6OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h3,7-8H,1,4-6H2,2H3/t7-/m0/s1",
1325,1076,C7H13-2D1OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h5-6,8H,2-4,7H2,1H3/b6-5-",
1326,1076,C7H13-2D1OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h5-6,8H,2-4,7H2,1H3/b6-5+",
1327,1077,C7H13-2D4OOH,1,"InChI=1S/C7H14O2/c1-3-5-7(9-8)6-4-2/h3,5,7-8H,4,6H2,1-2H3/b5-3-/t7-/m0/s1",
1328,1077,C7H13-2D4OOH,1,"InChI=1S/C7H14O2/c1-3-5-7(9-8)6-4-2/h3,5,7-8H,4,6H2,1-2H3/b5-3+/t7-/m0/s1",
1329,1078,C7H13-2D5OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h3,5,7-8H,4,6H2,1-2H3/b5-3-/t7-/m0/s1",
1330,1078,C7H13-2D5OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h3,5,7-8H,4,6H2,1-2H3/b5-3+/t7-/m0/s1",
1331,1079,C7H13-2D6OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h3-4,7-8H,5-6H2,1-2H3/b4-3-/t7-/m0/s1",
1332,1079,C7H13-2D6OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h3-4,7-8H,5-6H2,1-2H3/b4-3+/t7-/m0/s1",
1333,1080,C7H13-2D7OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h2-3,8H,4-7H2,1H3/b3-2-",
1334,1080,C7H13-2D7OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h2-3,8H,4-7H2,1H3/b3-2+",
1335,1081,C7H13-3D1OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h4-5,8H,2-3,6-7H2,1H3/b5-4-",
1336,1081,C7H13-3D1OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h4-5,8H,2-3,6-7H2,1H3/b5-4+",
1337,1082,C7H13-3D2OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h5-8H,3-4H2,1-2H3/b6-5-/t7-/m0/s1",
1338,1082,C7H13-3D2OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h5-8H,3-4H2,1-2H3/b6-5+/t7-/m0/s1",
1339,1083,C7H13-3D5OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h5-8H,3-4H2,1-2H3/b6-5-/t7-/m0/s1",
1340,1083,C7H13-3D5OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h5-8H,3-4H2,1-2H3/b6-5+/t7-/m0/s1",
1341,1084,C7H13-3D6OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h4-5,7-8H,3,6H2,1-2H3/b5-4-/t7-/m0/s1",
1342,1084,C7H13-3D6OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h4-5,7-8H,3,6H2,1-2H3/b5-4+/t7-/m0/s1",
1343,1085,C7H13-3D7OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h3-4,8H,2,5-7H2,1H3/b4-3-",
