i_,i0_,name,mult,inchi,path
262,254,C2CY(COC)OH,1,"InChI=1S/C4H8O2/c1-4(2)3(5)6-4/h3,5H,1-2H3/t3-/m0/s1",
263,255,IQJC4H8OH,2,"InChI=1S/C4H9O3/c1-4(2,5)3-7-6/h5H,3H2,1-2H3",
264,256,IC3H6OHCHO,1,"InChI=1S/C4H8O2/c1-4(2,6)3-5/h3,6H,1-2H3",
265,257,IQC4H8OT,2,"InChI=1S/C4H9O3/c1-4(2,5)3-7-6/h6H,3H2,1-2H3",
266,258,IQC4H7OHT,2,"InChI=1S/C4H9O3/c1-4(2,5)3-7-6/h5-6H,1,3H2,2H3/t4-/m0/s1",
267,259,CCY(CCOC)OH,1,"InChI=1S/C4H8O2/c1-4(5)2-6-3-4/h5H,2-3H2,1H3",
268,260,CH2COHCH2OOH,1,"InChI=1S/C3H6O3/c1-3(4)2-6-5/h4-5H,1-2H2",
269,261,TC3H6OH,2,"InChI=1S/C3H7O/c1-3(2)4/h4H,1-2H3",
270,262,TQC4H7OHIO2,2,"InChI=1S/C4H9O5/c1-4(2,9-7)3(5)8-6/h3,5,7H,1-2H3/t3-/m0/s1",
271,263,TQC4H7OHTO2,2,"InChI=1S/C4H9O5/c1-4(2,9-7)3(5)8-6/h3,5-6H,1-2H3/t3-/m0/s1",
272,264,TQC4H7OHIQ-I,2,"InChI=1S/C4H9O5/c1-4(2,9-7)3(5)8-6/h3,6-7H,1-2H3/t3-/m0/s1",
273,265,TQC4H7OHIQ-P,2,"InChI=1S/C4H9O5/c1-4(2,9-7)3(5)8-6/h3,5-7H,1H2,2H3/t3-,4-/m0/s1",
274,265,TQC4H7OHIQ-P,2,"InChI=1S/C4H9O5/c1-4(2,9-7)3(5)8-6/h3,5-7H,1H2,2H3/t3-,4+/m0/s1",
275,266,IC3H5COHQ,1,"InChI=1S/C4H8O3/c1-3(2)4(5)7-6/h4-6H,1H2,2H3/t4-/m0/s1",
276,267,CH2CQCOHQ,1,"InChI=1S/C3H6O5/c1-2(7-5)3(4)8-6/h3-6H,1H2/t3-/m0/s1",
277,268,IC3H5Q,1,"InChI=1S/C3H6O2/c1-3(2)5-4/h4H,1H2,2H3",
278,269,COHQCYC(COC),1,"InChI=1S/C4H8O4/c1-4(2-7-4)3(5)8-6/h3,5-6H,2H2,1H3/t3-,4-/m0/s1",
279,269,COHQCYC(COC),1,"InChI=1S/C4H8O4/c1-4(2-7-4)3(5)8-6/h3,5-6H,2H2,1H3/t3-,4+/m0/s1",
280,270,QCYC(CCOC)OH,1,"InChI=1S/C4H8O4/c1-4(8-6)2-7-3(4)5/h3,5-6H,2H2,1H3/t3-,4-/m0/s1",
281,270,QCYC(CCOC)OH,1,"InChI=1S/C4H8O4/c1-4(8-6)2-7-3(4)5/h3,5-6H,2H2,1H3/t3-,4+/m0/s1",
282,271,HOCOCQ(CH3)2,1,"InChI=1S/C4H8O4/c1-4(2,8-7)3(5)6/h7H,1-2H3,(H,5,6)",
283,272,IQC4H7OHTO2,2,"InChI=1S/C4H9O5/c1-4(5,2-8-6)3-9-7/h5-6H,2-3H2,1H3/t4-/m0/s1",
284,273,IQC4H8OTQ-I,2,"InChI=1S/C4H9O5/c1-4(5,2-8-6)3-9-7/h6-7H,2-3H2,1H3",
285,274,IQC4H7OHTQ-P,2,"InChI=1S/C4H9O5/c1-4(5,2-8-6)3-9-7/h5-7H,1-3H2",
286,275,CHOC(CH3)OHCH2Q,1,"InChI=1S/C4H8O4/c1-4(6,2-5)3-8-7/h2,6-7H,3H2,1H3/t4-/m0/s1",
287,276,CO(CH2OOH)2,1,"InChI=1S/C3H6O5/c4-3(1-7-5)2-8-6/h5-6H,1-2H2",
288,277,CH3COCHO,1,"InChI=1S/C3H4O2/c1-3(5)2-4/h2H,1H3",
289,278,IC3H5OCH2,2,"InChI=1S/C4H7O/c1-4(2)5-3/h1,3H2,2H3",
290,279,IC4H7OOCH3,1,"InChI=1S/C5H10O2/c1-5(2)4-7-6-3/h1,4H2,2-3H3",
291,280,IC4H7OOIC4H7,1,"InChI=1S/C8H14O2/c1-7(2)5-9-10-6-8(3)4/h1,3,5-6H2,2,4H3",
292,281,C4H8-1,1,"InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3",
293,282,C4H8-2,1,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3/b4-3-",
294,282,C4H8-2,1,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3/b4-3+",
295,283,C4H71-1,2,"InChI=1S/C4H7/c1-3-4-2/h1,3H,4H2,2H3",
296,284,C4H71-2,2,"InChI=1S/C4H7/c1-3-4-2/h1,4H2,2H3",
297,285,C4H71-3,2,"InChI=1S/C4H7/c1-3-4-2/h3-4H,1H2,2H3",
298,286,C4H71-4,2,"InChI=1S/C4H7/c1-3-4-2/h3H,1-2,4H2",
299,287,C4H72-2,2,"InChI=1S/C4H7/c1-3-4-2/h3H,1-2H3",
300,288,C4H71-O,2,"InChI=1S/C4H7O/c1-3-4(2)5/h3-4H,1H2,2H3/t4-/m0/s1",
301,289,PC4H8OH-2,2,"InChI=1S/C4H9O/c1-2-3-4-5/h3,5H,2,4H2,1H3",
302,290,SC4H8OH-1,2,"InChI=1S/C4H9O/c1-3-4(2)5/h4-5H,2-3H2,1H3/t4-/m0/s1",
303,291,SC4H8OH-3,2,"InChI=1S/C4H9O/c1-3-4(2)5/h3-5H,1-2H3/t4-/m0/s1",
304,292,C4H71-3OH,1,"InChI=1S/C4H8O/c1-3-4(2)5/h3-5H,1H2,2H3/t4-/m0/s1",
305,293,C4H71-4OH,1,"InChI=1S/C4H8O/c1-2-3-4-5/h2,5H,1,3-4H2",
306,294,C4H71-1OH,1,"InChI=1S/C4H8O/c1-2-3-4-5/h3-5H,2H2,1H3/b4-3-",
307,294,C4H71-1OH,1,"InChI=1S/C4H8O/c1-2-3-4-5/h3-5H,2H2,1H3/b4-3+",
308,295,C4H71-2OH,1,"InChI=1S/C4H8O/c1-3-4(2)5/h5H,2-3H2,1H3",
309,296,C4H72-1OH,1,"InChI=1S/C4H8O/c1-2-3-4-5/h2-3,5H,4H2,1H3/b3-2-",
310,296,C4H72-1OH,1,"InChI=1S/C4H8O/c1-2-3-4-5/h2-3,5H,4H2,1H3/b3-2+",
311,297,C4H72-2OH,1,"InChI=1S/C4H8O/c1-3-4(2)5/h3,5H,1-2H3/b4-3-",
312,297,C4H72-2OH,1,"InChI=1S/C4H8O/c1-3-4(2)5/h3,5H,1-2H3/b4-3+",
313,298,SQC4H8OP,2,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4,6H,2-3H2,1H3/t4-/m0/s1",
314,299,PQC4H8OS,2,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4,6H,2-3H2,1H3/t4-/m0/s1",
315,300,PQC4H7OHS-3,2,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h2,4-6H,3H2,1H3/t4-/m0/s1",
316,301,NC4KET12OH,1,"InChI=1S/C4H8O2/c1-2-4(6)3-5/h3-4,6H,2H2,1H3/t4-/m0/s1",
317,302,SQC4H7OHS-4,2,"InChI=1S/C4H9O3/c1-3(5)4(2)7-6/h3-6H,1H2,2H3/t3-,4-/m0/s1",
318,302,SQC4H7OHS-4,2,"InChI=1S/C4H9O3/c1-3(5)4(2)7-6/h3-6H,1H2,2H3/t3-,4+/m0/s1",
319,303,SQC4H8OS,2,"InChI=1S/C4H9O3/c1-3(5)4(2)7-6/h3-4,6H,1-2H3/t3-,4-/m0/s1",
320,303,SQC4H8OS,2,"InChI=1S/C4H9O3/c1-3(5)4(2)7-6/h3-4,6H,1-2H3/t3-,4+/m0/s1",
321,304,NC4KET23OH,1,"InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3/t3-/m0/s1",
322,305,SC4H8OH-3O2,2,"InChI=1S/C4H9O3/c1-3(5)4(2)7-6/h3-5H,1-2H3/t3-,4-/m0/s1",
323,305,SC4H8OH-3O2,2,"InChI=1S/C4H9O3/c1-3(5)4(2)7-6/h3-5H,1-2H3/t3-,4+/m0/s1",
324,306,CCY(COCC)OH,1,"InChI=1S/C4H8O2/c1-3-4(5)2-6-3/h3-5H,2H2,1H3/t3-,4-/m0/s1",
325,306,CCY(COCC)OH,1,"InChI=1S/C4H8O2/c1-3-4(5)2-6-3/h3-5H,2H2,1H3/t3-,4+/m0/s1",
326,307,C4H7O2-1,2,"InChI=1S/C4H7O/c1-2-3-4-5/h2-3H,4H2,1H3/b3-2-",
327,307,C4H7O2-1,2,"InChI=1S/C4H7O/c1-2-3-4-5/h2-3H,4H2,1H3/b3-2+",
328,308,C4H6-1,1,"InChI=1S/C4H6/c1-3-4-2/h1H,4H2,2H3",
329,309,AC3H5OCH2,2,"InChI=1S/C4H7O/c1-3-4-5-2/h3H,1-2,4H2",
330,310,SC3H5OCH2-1,2,"InChI=1S/C4H7O/c1-3-4-5-2/h3-4H,2H2,1H3/b4-3-",
331,310,SC3H5OCH2-1,2,"InChI=1S/C4H7O/c1-3-4-5-2/h3-4H,2H2,1H3/b4-3+",
332,311,"C8H141-5,3-4",1,"InChI=1S/C8H14/c1-5-7(3)8(4)6-2/h5-8H,1-2H2,3-4H3/t7-,8-/m0/s1",
333,311,"C8H141-5,3-4",1,"InChI=1S/C8H14/c1-5-7(3)8(4)6-2/h5-8H,1-2H2,3-4H3/t7-,8+",
334,312,"C8H141-5,3",1,"InChI=1S/C8H14/c1-4-6-7-8(3)5-2/h4-6,8H,2,7H2,1,3H3/b6-4-/t8-/m0/s1",
335,312,"C8H141-5,3",1,"InChI=1S/C8H14/c1-4-6-7-8(3)5-2/h4-6,8H,2,7H2,1,3H3/b6-4+/t8-/m0/s1",
336,313,C8H142-6,1,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h3-6H,7-8H2,1-2H3/b5-3-,6-4-",
337,313,C8H142-6,1,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h3-6H,7-8H2,1-2H3/b5-3-,6-4+",
338,313,C8H142-6,1,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h3-6H,7-8H2,1-2H3/b5-3-,6-4+",
339,313,C8H142-6,1,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h3-6H,7-8H2,1-2H3/b5-3+,6-4+",
340,314,"C8H131-5,3-4,TA",2,"InChI=1S/C8H13/c1-5-7(3)8(4)6-2/h5-7H,1-2H2,3-4H3/t7-/m0/s1",
341,315,"C8H131-5,3,TA",2,"InChI=1S/C8H13/c1-4-6-7-8(3)5-2/h4-6H,2,7H2,1,3H3/b6-4-",
342,315,"C8H131-5,3,TA",2,"InChI=1S/C8H13/c1-4-6-7-8(3)5-2/h4-6H,2,7H2,1,3H3/b6-4+",
343,316,"C8H131-5,3,SA",2,"InChI=1S/C8H13/c1-4-6-7-8(3)5-2/h4-8H,2H2,1,3H3/t8-/m0/s1",
344,317,"C8H131-5,3,PA",2,"InChI=1S/C8H13/c1-4-6-7-8(3)5-2/h4-6,8H,1-2,7H2,3H3/t8-/m0/s1",
345,318,"C8H132-6,SA",2,"InChI=1S/C8H13/c1-3-5-7-8-6-4-2/h3-7H,8H2,1-2H3/b6-4-",
346,318,"C8H132-6,SA",2,"InChI=1S/C8H13/c1-3-5-7-8-6-4-2/h3-7H,8H2,1-2H3/b6-4+",
347,319,"C8H132-6,PA",2,"InChI=1S/C8H13/c1-3-5-7-8-6-4-2/h3-6H,1,7-8H2,2H3/b6-4-",
348,319,"C8H132-6,PA",2,"InChI=1S/C8H13/c1-3-5-7-8-6-4-2/h3-6H,1,7-8H2,2H3/b6-4+",
349,320,"C6H101-3,3",1,"InChI=1S/C6H10/c1-4-6(3)5-2/h4-5H,1H2,2-3H3/b6-5-",
350,320,"C6H101-3,3",1,"InChI=1S/C6H10/c1-4-6(3)5-2/h4-5H,1H2,2-3H3/b6-5+",
351,321,"C8H131-5,3-4,TAO",2,"InChI=1S/C8H13O/c1-5-7(3)8(4,9)6-2/h5-7H,1-2H2,3-4H3/t7-,8-/m0/s1",
352,321,"C8H131-5,3-4,TAO",2,"InChI=1S/C8H13O/c1-5-7(3)8(4,9)6-2/h5-7H,1-2H2,3-4H3/t7-,8+/m0/s1",
353,322,"C8H131-5,3,TAO",2,"InChI=1S/C8H13O/c1-4-6-7-8(3,9)5-2/h4-6H,2,7H2,1,3H3/b6-4-/t8-/m0/s1",
354,322,"C8H131-5,3,TAO",2,"InChI=1S/C8H13O/c1-4-6-7-8(3,9)5-2/h4-6H,2,7H2,1,3H3/b6-4+/t8-/m0/s1",
355,323,"C8H131-5,3,SAO",2,"InChI=1S/C8H13O/c1-4-6-8(9)7(3)5-2/h4-8H,2H2,1,3H3/b6-4-/t7-,8-/m0/s1",
356,323,"C8H131-5,3,SAO",2,"InChI=1S/C8H13O/c1-4-6-8(9)7(3)5-2/h4-8H,2H2,1,3H3/b6-4-/t7-,8+/m0/s1",
357,323,"C8H131-5,3,SAO",2,"InChI=1S/C8H13O/c1-4-6-8(9)7(3)5-2/h4-8H,2H2,1,3H3/b6-4+/t7-,8-/m0/s1",
358,323,"C8H131-5,3,SAO",2,"InChI=1S/C8H13O/c1-4-6-8(9)7(3)5-2/h4-8H,2H2,1,3H3/b6-4+/t7-,8+/m0/s1",
359,324,"C8H131-5,3,PAO",2,"InChI=1S/C8H13O/c1-3-8(2)6-4-5-7-9/h3-5,8H,1,6-7H2,2H3/b5-4-/t8-/m0/s1",
360,324,"C8H131-5,3,PAO",2,"InChI=1S/C8H13O/c1-3-8(2)6-4-5-7-9/h3-5,8H,1,6-7H2,2H3/b5-4+/t8-/m0/s1",
361,325,"C8H132-6,SAO",2,"InChI=1S/C8H13O/c1-3-5-7-8(9)6-4-2/h3-6,8H,7H2,1-2H3/b5-3-,6-4-/t8-/m0/s1",
362,325,"C8H132-6,SAO",2,"InChI=1S/C8H13O/c1-3-5-7-8(9)6-4-2/h3-6,8H,7H2,1-2H3/b5-3-,6-4+/t8-/m0/s1",
363,325,"C8H132-6,SAO",2,"InChI=1S/C8H13O/c1-3-5-7-8(9)6-4-2/h3-6,8H,7H2,1-2H3/b5-3+,6-4-/t8-/m0/s1",
364,325,"C8H132-6,SAO",2,"InChI=1S/C8H13O/c1-3-5-7-8(9)6-4-2/h3-6,8H,7H2,1-2H3/b5-3+,6-4+/t8-/m0/s1",
365,326,"C8H132-6,PAO",2,"InChI=1S/C8H13O/c1-2-3-4-5-6-7-8-9/h2-3,6-7H,4-5,8H2,1H3/b3-2-,7-6-",
366,326,"C8H132-6,PAO",2,"InChI=1S/C8H13O/c1-2-3-4-5-6-7-8-9/h2-3,6-7H,4-5,8H2,1H3/b3-2-,7-6+",
367,326,"C8H132-6,PAO",2,"InChI=1S/C8H13O/c1-2-3-4-5-6-7-8-9/h2-3,6-7H,4-5,8H2,1H3/b3-2+,7-6-",
368,326,"C8H132-6,PAO",2,"InChI=1S/C8H13O/c1-2-3-4-5-6-7-8-9/h2-3,6-7H,4-5,8H2,1H3/b3-2+,7-6+",
369,327,"C7H111-5,3,6P",2,"InChI=1S/C7H11/c1-4-6-7(3)5-2/h1,4-5,7H,2,6H2,3H3/t7-/m0/s1",
370,328,"C7H111-5,1P",2,"InChI=1S/C7H11/c1-3-5-7-6-4-2/h1,3-4,6H,5,7H2,2H3/b6-4-",
371,328,"C7H111-5,1P",2,"InChI=1S/C7H11/c1-3-5-7-6-4-2/h1,3-4,6H,5,7H2,2H3/b6-4+",
372,329,"C4H64,2-1OH",2,"InChI=1S/C4H7O/c1-2-3-4-5/h2-3,5H,1,4H2",
373,330,"C4H63,1-1OH",2,"InChI=1S/C4H7O/c1-2-3-4-5/h2-5H,1H3",
374,331,"C4H63,1-3OH",2,"InChI=1S/C4H7O/c1-3-4(2)5/h3,5H,1H2,2H3",
375,332,"C4H63,1-2OH",2,"InChI=1S/C4H7O/c1-3-4(2)5/h3,5H,2H2,1H3",
376,333,C4H5OH-13,1,"InChI=1S/C4H6O/c1-2-3-4-5/h2-5H,1H2/b4-3-",
377,333,C4H5OH-13,1,"InChI=1S/C4H6O/c1-2-3-4-5/h2-5H,1H2/b4-3+",
378,334,SQC4H7OHP-4,2,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-6H,1-3H2/t4-/m0/s1",
379,335,CY(CCCO)COH,1,"InChI=1S/C4H8O2/c5-3-4-1-2-6-4/h4-5H,1-3H2/t4-/m0/s1",
380,336,NC4KET21OH,1,"InChI=1S/C4H8O2/c1-2-4(6)3-5/h5H,2-3H2,1H3",
381,337,C2H5CHOHCO,2,"InChI=1S/C4H7O2/c1-2-4(6)3-5/h4,6H,2H2,1H3/t4-/m0/s1",
382,338,CH3COCOHCH3,2,"InChI=1S/C4H7O2/c1-3(5)4(2)6/h5H,1-2H3",
383,339,C2H4COCH2OH,2,"InChI=1S/C4H7O2/c1-2-4(6)3-5/h2,5H,3H2,1H3",
384,340,CH3COHCO,1,"InChI=1S/C3H4O2/c1-3(5)2-4/h5H,1H3",
385,341,CH2COHCHO,1,"InChI=1S/C3H4O2/c1-3(5)2-4/h2,5H,1H2",
386,342,SQC4H7OHP-4O2,2,"InChI=1S/C4H9O5/c5-3-4(9-7)1-2-8-6/h4-5,7H,1-3H2/t4-/m0/s1",
387,343,PQC4H7OHS-3O2,2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-6H,2H2,1H3/t3-,4-/m0/s1",
388,343,PQC4H7OHS-3O2,2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-6H,2H2,1H3/t3-,4+/m0/s1",
389,344,SQC4H7OHS-4O2,2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-5,7H,2H2,1H3/t3-,4-/m0/s1",
390,344,SQC4H7OHS-4O2,2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-5,7H,2H2,1H3/t3-,4+/m0/s1",
391,345,"C4H7O2-1,3OOH",2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-4,6-7H,2H2,1H3/t3-,4-/m0/s1",
392,345,"C4H7O2-1,3OOH",2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-4,6-7H,2H2,1H3/t3-,4+/m0/s1",
393,346,NC4KET13OH-2,1,"InChI=1S/C4H8O4/c1-3(8-7)4(6)2-5/h2-4,6-7H,1H3/t3-,4-/m0/s1",
394,346,NC4KET13OH-2,1,"InChI=1S/C4H8O4/c1-3(8-7)4(6)2-5/h2-4,6-7H,1H3/t3-,4+/m0/s1",
395,347,NC4KET24OH-1,1,"InChI=1S/C4H8O4/c5-3-4(6)1-2-8-7/h5,7H,1-3H2",
396,348,NC4KET24OH-3,1,"InChI=1S/C4H8O4/c1-3(5)4(6)2-8-7/h4,6-7H,2H2,1H3/t4-/m0/s1",
397,349,C4H6OHOOH1-4-3,1,"InChI=1S/C4H8O3/c1-2-4(3-5)7-6/h2,4-6H,1,3H2/t4-/m0/s1",
398,350,C4H6OHOOH2-2-1,1,"InChI=1S/C4H8O3/c1-2-4(5)3-7-6/h2,5-6H,3H2,1H3/b4-2-",
399,350,C4H6OHOOH2-2-1,1,"InChI=1S/C4H8O3/c1-2-4(5)3-7-6/h2,5-6H,3H2,1H3/b4-2+",
400,351,C4H6OHOOH1-3-4,1,"InChI=1S/C4H8O3/c1-2-4(5)3-7-6/h2,4-6H,1,3H2/t4-/m0/s1",
401,352,C4H6OHOOH1-2-3,1,"InChI=1S/C4H8O3/c1-3(5)4(2)7-6/h4-6H,1H2,2H3/t4-/m0/s1",
402,353,HOCH2CHO,1,"InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2",
403,354,C4H71-4OOH,1,"InChI=1S/C4H8O2/c1-2-3-4-6-5/h2,5H,1,3-4H2",
404,355,C4H71-4O2,2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2H,1,3-4H2",
405,356,C4H61-3OOH4,2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2-3,5H,1,4H2",
406,357,C4H6O1-3OOH4,2,"InChI=1S/C4H7O3/c1-2-4(5)3-7-6/h2,4,6H,1,3H2/t4-/m0/s1",
407,358,C4H6O2-1OOH4,2,"InChI=1S/C4H7O3/c5-3-1-2-4-7-6/h1-2,6H,3-4H2/b2-1-",
408,358,C4H6O2-1OOH4,2,"InChI=1S/C4H7O3/c5-3-1-2-4-7-6/h1-2,6H,3-4H2/b2-1+",
409,359,HOCH2COCH2,2,"InChI=1S/C3H5O2/c1-3(5)2-4/h4H,1-2H2",
410,360,HOCH2CO,2,"InChI=1S/C2H3O2/c3-1-2-4/h3H,1H2",
411,361,HOCHCHO,2,InChI=1S/C2H3O2/c3-1-2-4/h1-3H,
412,362,PC3H4OH-3,2,"InChI=1S/C3H5O/c1-2-3-4/h2-4H,1H2",
413,363,PC3H4OH-1,2,"InChI=1S/C3H5O/c1-2-3-4/h2,4H,1H3",
414,364,CH3COCHOH,2,"InChI=1S/C3H5O2/c1-3(5)2-4/h2,4H,1H3",
415,365,SC2H2OH,2,"InChI=1S/C2H3O/c1-2-3/h3H,1H2",
416,366,PC4H8OH-1,2,"InChI=1S/C4H9O/c1-2-3-4-5/h4-5H,2-3H2,1H3",
417,367,PC4H8OH-3,2,"InChI=1S/C4H9O/c1-2-3-4-5/h2,5H,3-4H2,1H3",
418,368,C4H7O1-4,2,"InChI=1S/C4H7O/c1-2-3-4-5/h2H,1,3-4H2",
419,369,PC4H8OH-4,2,"InChI=1S/C4H9O/c1-2-3-4-5/h5H,1-4H2",
420,370,SC4H8OH-2,2,"InChI=1S/C4H9O/c1-3-4(2)5/h5H,3H2,1-2H3",
421,371,CH2COHCO,2,"InChI=1S/C3H3O2/c1-3(5)2-4/h5H,1H2",
422,372,C4H72-2O2,2,"InChI=1S/C4H7O2/c1-3-4(2)6-5/h3H,1-2H3/b4-3-",
423,372,C4H72-2O2,2,"InChI=1S/C4H7O2/c1-3-4(2)6-5/h3H,1-2H3/b4-3+",
424,373,C4H71-1O2,2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h3-4H,2H2,1H3/b4-3-",
425,373,C4H71-1O2,2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h3-4H,2H2,1H3/b4-3+",
426,374,C4H71-2O2,2,"InChI=1S/C4H7O2/c1-3-4(2)6-5/h2-3H2,1H3",
427,375,C3H6OH1-1,2,"InChI=1S/C3H7O/c1-2-3-4/h3-4H,2H2,1H3",
428,376,PC4H8OH-2O2,2,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-5H,2-3H2,1H3/t4-/m0/s1",
429,377,SC4H8OH-1O2,2,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4-5H,2-3H2,1H3/t4-/m0/s1",
430,378,C4H71-3OOCH3,1,"InChI=1S/C5H10O2/c1-4-5(2)7-6-3/h4-5H,1H2,2-3H3/t5-/m0/s1",
431,379,C4H72-1OOCH3,1,"InChI=1S/C5H10O2/c1-3-4-5-7-6-2/h3-4H,5H2,1-2H3/b4-3-",
432,379,C4H72-1OOCH3,1,"InChI=1S/C5H10O2/c1-3-4-5-7-6-2/h3-4H,5H2,1-2H3/b4-3+",
433,380,C4H6,1,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",
434,381,C4H612,1,"InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3",
435,382,C4H6-2,1,InChI=1S/C4H6/c1-3-4-2/h1-2H3,
436,383,C4H5-I,2,"InChI=1S/C4H5/c1-3-4-2/h3H,1-2H2",
437,384,C4H5-N,2,"InChI=1S/C4H5/c1-3-4-2/h1,3-4H,2H2",
438,385,C4H5-2,2,"InChI=1S/C4H5/c1-3-4-2/h1H2,2H3",
439,386,C4H4,1,"InChI=1S/C4H4/c1-3-4-2/h1,4H,2H2",
440,387,C4H3-I,2,"InChI=1S/C4H3/c1-3-4-2/h1H,2H2",
441,388,C4H3-N,2,InChI=1S/C4H3/c1-3-4-2/h1-3H,
442,389,C4H2,1,InChI=1S/C4H2/c1-3-4-2/h1-2H,
443,390,C4H6O25,1,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1-2H,3-4H2",
444,391,C2H3CHOCH2,1,"InChI=1S/C4H6O/c1-2-4-3-5-4/h2,4H,1,3H2/t4-/m0/s1",
445,392,C4H4O,1,"InChI=1S/C4H4O/c1-2-3-4-5/h4H,1H3",
446,393,C4H6O23,1,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1,3H,2,4H2",
447,394,CH2CHCHCHO,2,"InChI=1S/C4H5O/c1-2-3-4-5/h2-4H,1H2",
448,395,H2C4O,1,"InChI=1S/C4H2O/c1-2-4-3-5-4/h1,3H",
449,396,NC3H7CHO,1,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",
450,397,NC3H7CO,2,"InChI=1S/C4H7O/c1-2-3-4-5/h2-3H2,1H3",
451,398,C3H6CHO-1,2,"InChI=1S/C4H7O/c1-2-3-4-5/h4H,1-3H2",
452,399,C3H6CHO-2,2,"InChI=1S/C4H7O/c1-2-3-4-5/h2,4H,3H2,1H3",
453,400,C3H6CHO-3,2,"InChI=1S/C4H7O/c1-2-3-4-5/h3-4H,2H2,1H3",
454,401,SC3H5CHO,1,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3/b3-2-",
455,401,SC3H5CHO,1,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3/b3-2+",
456,402,SC3H5CO,2,"InChI=1S/C4H5O/c1-2-3-4-5/h2-3H,1H3",
457,403,C2H5COCH3,1,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",
458,404,C2H5COCH2,2,"InChI=1S/C4H7O/c1-3-4(2)5/h2-3H2,1H3",
459,405,CH2CH2COCH3,2,"InChI=1S/C4H7O/c1-3-4(2)5/h1,3H2,2H3",
460,406,CH3CHCOCH3,2,"InChI=1S/C4H7O/c1-3-4(2)5/h3H,1-2H3",
461,407,C2H3COCH3,1,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",
462,408,CH3CHOOCOCH3,2,"InChI=1S/C4H7O3/c1-3(5)4(2)7-6/h4H,1-2H3/t4-/m0/s1",
463,409,CH2CHOOHCOCH3,2,"InChI=1S/C4H7O3/c1-3(5)4(2)7-6/h4,6H,2H2,1H3/t4-/m0/s1",
464,410,C2H5CHCO,1,"InChI=1S/C4H6O/c1-2-3-4-5/h3H,2H2,1H3",
465,411,NC5H12,1,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",
466,412,C5H11-1,2,"InChI=1S/C5H11/c1-3-5-4-2/h1,3-5H2,2H3",
467,413,C5H11-2,2,"InChI=1S/C5H11/c1-3-5-4-2/h3H,4-5H2,1-2H3",
468,414,C5H11-3,2,"InChI=1S/C5H11/c1-3-5-4-2/h5H,3-4H2,1-2H3",
469,415,C5H11O2H-1,1,"InChI=1S/C5H12O2/c1-2-3-4-5-7-6/h6H,2-5H2,1H3",
470,416,C5H11O2H-2,1,"InChI=1S/C5H12O2/c1-3-4-5(2)7-6/h5-6H,3-4H2,1-2H3/t5-/m0/s1",
471,417,C5H11O2H-3,1,"InChI=1S/C5H12O2/c1-3-5(4-2)7-6/h5-6H,3-4H2,1-2H3",
472,418,C5H11O2-1,2,"InChI=1S/C5H11O2/c1-2-3-4-5-7-6/h2-5H2,1H3",
473,419,C5H11O2-2,2,"InChI=1S/C5H11O2/c1-3-4-5(2)7-6/h5H,3-4H2,1-2H3/t5-/m0/s1",
474,420,C5H11O2-3,2,"InChI=1S/C5H11O2/c1-3-5(4-2)7-6/h5H,3-4H2,1-2H3",
